CHROMATOGRAM,
D:\2023\Period 8-23\119188 - Kimberly\119188-3.raw,
Data points: 4800,
Time(min),uAU
1.435583127,0.018971829
1.436827177,0.018324421
1.438071226,0.01724072
1.439315275,0.016227387
1.440559325,0.015622203
1.441803374,0.015073314
1.443047423,0.01439776
1.444291473,0.013778501
1.445535522,0.013159243
1.446779571,0.012441466
1.448023621,0.011385911
1.44926767,0.010119247
1.450511719,0.009246656
1.451755769,0.009359247
1.452999818,0.010485171
1.454243866,0.012342947
1.455487917,0.014439981
1.456731966,0.016466646
1.457976014,0.018155533
1.459220065,0.019098494
1.460464113,0.019098494
1.461708162,0.018437014
1.462952213,0.017859977
1.464196261,0.017888126
1.46544031,0.018549607
1.46668436,0.019689606
1.467928409,0.021181456
1.469172458,0.022574787
1.470416508,0.023179971
1.471660557,0.022771823
1.472904606,0.021533307
1.474148656,0.020196271
1.475392705,0.019436271
1.476636754,0.019281457
1.477880804,0.019478494
1.479124853,0.019703679
1.480368902,0.019971086
1.481612952,0.019802197
1.482857001,0.019422199
1.48410105,0.018901459
1.4853451,0.018239977
1.486589149,0.017367386
1.487833197,0.016058499
1.489077248,0.01439776
1.490321297,0.01283554
1.491565345,0.011639244
1.492809396,0.010921469
1.494053444,0.010639987
1.495297493,0.010625913
1.496541544,0.010668134
1.497785592,0.010808876
1.499029641,0.011090357
1.500273691,0.011160727
1.50151774,0.011597023
1.502761789,0.012145911
1.504005839,0.012554059
1.505249888,0.013342206
1.506493937,0.014158501
1.507737987,0.015087389
1.508982036,0.016072573
1.510226085,0.017367386
1.511470135,0.018577754
1.512714184,0.019365901
1.513958233,0.019675531
1.515202283,0.019520717
1.516446332,0.018817014
1.517690381,0.018057014
1.518934431,0.017437756
1.52017848,0.017142201
1.521422529,0.017297016
1.522666579,0.017620719
1.523910628,0.01804294
1.525154676,0.018648124
1.526398727,0.019591087
1.527642776,0.020604419
1.528886824,0.021758491
1.530130875,0.02275775
1.531374923,0.023236267
1.532618972,0.022940713
1.533863023,0.022602934
1.535107071,0.022631083
1.53635112,0.023151823
1.53759517,0.023897749
1.538839219,0.024784414
1.540083268,0.025347376
1.541327318,0.025657006
1.542571367,0.025544413
1.543815416,0.025558487
1.545059466,0.025614783
1.546303515,0.026051079
1.547547564,0.026445153
1.548791614,0.026318486
1.550035663,0.02602293
1.551279712,0.026008857
1.552523762,0.026008857
1.553767811,0.025727376
1.55501186,0.025108117
1.55625591,0.025037747
1.557499959,0.025586634
1.558744007,0.026797004
1.559988058,0.027711817
1.561232107,0.027922929
1.562476155,0.02744441
1.563720206,0.026839226
1.564964254,0.026388856
1.566208303,0.025938486
1.567452354,0.025474043
1.568696402,0.025065894
1.569940451,0.02498145
1.571184501,0.025755523
1.57242855,0.027162929
1.573672599,0.028373299
1.574916649,0.028992557
1.576160698,0.029147371
1.577404747,0.028739223
1.578648797,0.028232557
1.579892846,0.027627373
1.581136895,0.027331817
1.582380945,0.027359966
1.583624994,0.027711817
1.584869043,0.028063669
1.586113093,0.028288854
1.587357142,0.028542187
1.588601191,0.028457743
1.589845241,0.028091817
1.59108929,0.02782441
1.592333338,0.027655521
1.593577389,0.02751478
1.594821438,0.027345891
1.596065486,0.027162929
1.597309537,0.0268533
1.598553585,0.02678293
1.599797634,0.027092559
1.601041685,0.027345891
1.602285733,0.027261447
1.603529782,0.026670337
1.604773832,0.026065153
1.606017881,0.02595256
1.60726193,0.026276264
1.60850598,0.02692367
1.609750029,0.02730367
1.610994078,0.027388114
1.612238128,0.027458484
1.613482177,0.028162187
1.614726226,0.029611814
1.615970276,0.03170885
1.617214325,0.033045884
1.618458374,0.033355514
1.619702424,0.032989589
1.620946473,0.032736256
1.622190522,0.03251107
1.623434572,0.032581441
1.624678621,0.032257737
1.62592267,0.031596257
1.62716672,0.030639221
1.628410769,0.029654037
1.629654817,0.028739223
1.630898868,0.027979224
1.632142917,0.027388114
1.633386965,0.027106633
1.634631016,0.027472559
1.635875064,0.028654779
1.637119113,0.030484407
1.638363164,0.0324407
1.639607212,0.033496254
1.640851261,0.03372144
1.642095311,0.033031811
1.64333936,0.031568109
1.644583409,0.029485149
1.645827459,0.027191077
1.647071508,0.025065894
1.648315557,0.023616267
1.649559607,0.022363676
1.650803656,0.020660716
1.652047705,0.018394791
1.653291755,0.016058499
1.654535804,0.014228871
1.655779853,0.01342665
1.657023903,0.012962206
1.658267952,0.012610354
1.659512001,0.011977021
1.660756051,0.011639244
1.6620001,0.010935541
1.663244148,0.010274061
1.664488199,0.009879987
1.665732248,0.00947184
1.666976296,0.009204433
1.668220347,0.0089511
1.669464395,0.009359247
1.670708444,0.010077024
1.671952495,0.010977764
1.673196543,0.011582949
1.674440592,0.011681467
1.675684642,0.01148443
1.676928691,0.01110443
1.67817274,0.010794801
1.67941679,0.010724431
1.680660839,0.011456281
1.681904888,0.01290591
1.683148938,0.014496279
1.684392987,0.015903684
1.685637036,0.016705906
1.686881086,0.017099979
1.688125135,0.01731109
1.689369184,0.017297016
1.690613234,0.017114053
1.691857283,0.016607387
1.693101332,0.015945906
1.694345382,0.015481463
1.695589431,0.015974054
1.696833479,0.017282941
1.69807753,0.018817014
1.699321579,0.019689606
1.700565627,0.019689606
1.701809678,0.019197013
1.703053726,0.018901459
1.704297775,0.018760717
1.705541826,0.019070347
1.706785874,0.019802197
1.708029923,0.020998493
1.709273973,0.022222936
1.710518022,0.023179971
1.711762071,0.023855526
1.713006121,0.024615524
1.71425017,0.025248857
1.715494219,0.025994783
1.716738269,0.0268533
1.717982318,0.028007373
1.719226367,0.029062927
1.720470417,0.02938663
1.721714466,0.028908113
1.722958515,0.02782441
1.724202565,0.026768856
1.725446614,0.026051079
1.726690663,0.026135523
1.727934713,0.026951819
1.729178762,0.028218483
1.730422811,0.028654779
1.731666861,0.027697743
1.73291091,0.026248116
1.734154958,0.024446636
1.735399009,0.022954786
1.736643058,0.022096269
1.737887106,0.02185701
1.739131157,0.022124417
1.740375205,0.022363676
1.741619254,0.022771823
1.742863305,0.023292564
1.744107353,0.023855526
1.745351402,0.024474784
1.746595452,0.024953303
1.747839501,0.024953303
1.74908355,0.024714043
1.7503276,0.024362191
1.751571649,0.024122933
1.752815698,0.023813304
1.754059748,0.023250341
1.755303797,0.022799971
1.756547846,0.022419971
1.757791896,0.022363676
1.759035945,0.022251083
1.760279994,0.022194787
1.761524044,0.022208861
1.762768093,0.022659231
1.764012142,0.023067379
1.765256192,0.022997009
1.766500241,0.022180713
1.767744289,0.020970344
1.76898834,0.020266641
1.770232389,0.02057627
1.771476437,0.020970344
1.772720488,0.020590344
1.773964536,0.019295531
1.775208585,0.017677016
1.776452636,0.016213313
1.777696684,0.015312573
1.778940733,0.015073314
1.780184783,0.015565907
1.781428832,0.016424424
1.782672881,0.017297016
1.783916931,0.017747386
1.78516098,0.017606644
1.786405029,0.01693109
1.787649079,0.016297757
1.788893128,0.015931831
1.790137177,0.01610072
1.791381227,0.015988129
1.792625276,0.015340721
1.793869325,0.014496279
1.795113375,0.014031834
1.796357424,0.014425909
1.797601473,0.015495536
1.798845523,0.016959239
1.800089572,0.018071089
1.80133362,0.018929606
1.802577671,0.019788123
1.80382172,0.020618493
1.805065768,0.021533307
1.806309819,0.022870341
1.807553867,0.024615524
1.808797916,0.025868116
1.810041967,0.02581182
1.811286015,0.024376266
1.812530064,0.022771823
1.813774114,0.022082194
1.815018163,0.021941454
1.816262212,0.021730343
1.817506262,0.021139233
1.818750311,0.020407381
1.81999436,0.020168123
1.82123841,0.020224419
1.822482459,0.020224419
1.823726508,0.020562197
1.824970558,0.020773307
1.826214607,0.02133627
1.827458656,0.021589603
1.828702706,0.021237751
1.829946755,0.020252567
1.831190804,0.019577013
1.832434854,0.019591087
1.833678903,0.020407381
1.834922952,0.021603677
1.836167002,0.022504417
1.837411051,0.022856267
1.838655099,0.022729601
1.83989915,0.022293306
1.841143199,0.02154738
1.842387247,0.021153307
1.843631298,0.020843677
1.844875346,0.020970344
1.846119395,0.020928121
1.847363446,0.020646641
1.848607494,0.01991479
1.849851543,0.019126643
1.851095593,0.018648124
1.852339642,0.018535533
1.853583691,0.018788866
1.854827741,0.019436271
1.85607179,0.019928864
1.857315839,0.0205059
1.858559889,0.020674789
1.859803938,0.020421456
1.861047987,0.02029479
1.862292037,0.020168123
1.863536086,0.020041457
1.864780135,0.019858494
1.866024185,0.019802197
1.867268234,0.019309606
1.868512283,0.01880294
1.869756333,0.01835257
1.871000382,0.017986644
1.87224443,0.01783183
1.873488481,0.017944421
1.87473253,0.018197756
1.875976578,0.018732569
1.877220629,0.019520717
1.878464677,0.019957013
1.879708726,0.019788123
1.880952777,0.019647383
1.882196825,0.019802197
1.883440874,0.020111827
1.884684924,0.019928864
1.885928973,0.019168866
1.887173022,0.018704421
1.888417072,0.018817014
1.889661121,0.019619234
1.89090517,0.020196271
1.89214922,0.02036516
1.893393269,0.020224419
1.894637318,0.019816271
1.895881368,0.019056273
1.897125417,0.01842294
1.898369466,0.01776146
1.899613516,0.01738146
1.900857565,0.017606644
1.902101614,0.018197756
1.903345664,0.019028124
1.904589713,0.019872569
1.905833761,0.020646641
1.907077812,0.021674047
1.908321861,0.022856267
1.909565909,0.023658489
1.91080996,0.023630341
1.912054008,0.023250341
1.913298057,0.022982934
1.914542108,0.023053304
1.915786156,0.023362934
1.917030205,0.024207377
1.918274255,0.025459969
1.919518304,0.026895521
1.920762353,0.02796515
1.922006403,0.028471816
1.923250452,0.028626631
1.924494501,0.028499964
1.925738551,0.028317001
1.9269826,0.028091817
1.928226649,0.028134039
1.929470699,0.028359224
1.930714748,0.028514039
1.931958797,0.028640706
1.933202847,0.028753297
1.934446896,0.028457743
1.935690945,0.027613299
1.936934995,0.025755523
1.938179044,0.022954786
1.939423093,0.019506643
1.940667143,0.016283683
1.941911192,0.013862946
1.94315524,0.011977021
1.944399291,0.011090357
1.94564334,0.010738506
1.946887388,0.010935541
1.948131439,0.01096369
1.949375487,0.010851097
1.950619536,0.010639987
1.951863587,0.010541469
1.953107635,0.010203691
1.954351684,0.009570359
1.955595734,0.009148137
1.956839783,0.008937026
1.958083832,0.008796286
1.959327882,0.008739989
1.960571931,0.008894804
1.96181598,0.009443691
1.96306003,0.010077024
1.964304079,0.01051332
1.965548128,0.011202949
1.966792178,0.011456281
1.968036227,0.011751837
1.969280276,0.012145911
1.970524326,0.012624429
1.971768375,0.013074799
1.973012424,0.013651834
1.974256474,0.014355537
1.975500523,0.015199981
1.976744571,0.015565907
1.977988622,0.015988129
1.979232671,0.01626961
1.980476719,0.016565164
1.98172077,0.016705906
1.982964818,0.017114053
1.984208867,0.017691089
1.985452918,0.01835257
1.986696966,0.01894368
1.987941015,0.019379976
1.989185065,0.019900716
1.990429114,0.020519974
1.991673163,0.02102664
1.992917213,0.020899974
1.994161262,0.019928864
1.995405311,0.018155533
1.996649361,0.016621461
1.99789341,0.015692573
1.999137459,0.015917759
2.000381509,0.017057757
2.001625558,0.018549607
2.002869607,0.020463679
2.004113657,0.021702196
2.005357706,0.022588861
2.006601755,0.023320711
2.007845805,0.02372886
2.009089854,0.023757007
2.010333903,0.023827377
2.011577953,0.024362191
2.012822002,0.025516264
2.01406605,0.026459226
2.015310101,0.026811077
2.016554149,0.026388856
2.017798198,0.024826636
2.019042249,0.022546639
2.020286297,0.020266641
2.021530346,0.018310347
2.022774396,0.017536274
2.024018445,0.01759257
2.025262494,0.018437014
2.026506544,0.019281457
2.027750593,0.019591087
2.028994642,0.019112569
2.030238692,0.018577754
2.031482741,0.018577754
2.03272679,0.019605161
2.03397084,0.021054789
2.035214889,0.02223701
2.036458938,0.023011083
2.037702988,0.023574044
2.038947037,0.024038489
2.040191086,0.024235526
2.041435136,0.024348117
2.042679185,0.024348117
2.043923234,0.024348117
2.045167284,0.024052563
2.046411333,0.023517749
2.047655381,0.023025157
2.048899432,0.022617009
2.050143481,0.022434046
2.051387529,0.022265157
2.05263158,0.021659973
2.053875628,0.020562197
2.055119677,0.019309606
2.056363728,0.018225903
2.057607776,0.017099979
2.058851825,0.016522943
2.060095875,0.016283683
2.061339924,0.016241461
2.062583973,0.016241461
2.063828023,0.016382201
2.065072072,0.01648072
2.066316121,0.016466646
2.067560171,0.016593313
2.06880422,0.016607387
2.070048269,0.016227387
2.071292319,0.015115537
2.072536368,0.013637761
2.073780417,0.012188133
2.075024467,0.011385911
2.076268516,0.01110443
2.077512565,0.01127332
2.078756615,0.011315541
2.080000664,0.011146653
2.081244712,0.011202949
2.082488763,0.0119348
2.083732812,0.012582207
2.08497686,0.013342206
2.086220911,0.014172574
2.087464959,0.014805907
2.088709008,0.01477776
2.089953059,0.013933316
2.091197107,0.012722947
2.092441156,0.0123148
2.093685206,0.012948131
2.094929255,0.014313316
2.096173304,0.015903684
2.097417354,0.017114053
2.098661403,0.017775533
2.099905452,0.018099237
2.101149502,0.01835257
2.102393551,0.01901405
2.1036376,0.020196271
2.10488165,0.021575529
2.106125699,0.022771823
2.107369748,0.023123674
2.108613798,0.022954786
2.109857847,0.02199775
2.111101896,0.020590344
2.112345946,0.019056273
2.113589995,0.018254051
2.114834044,0.017888126
2.116078094,0.0179022
2.117322143,0.018099237
2.118566191,0.018239977
2.119810242,0.018619977
2.12105429,0.019337754
2.122298339,0.020027383
2.12354239,0.020590344
2.124786438,0.020970344
2.126030487,0.021237751
2.127274537,0.021885159
2.128518586,0.022729601
2.129762635,0.023306637
2.131006685,0.023222193
2.132250734,0.02230738
2.133494783,0.021097011
2.134738833,0.01991479
2.135982882,0.019731827
2.137226931,0.020182197
2.138470981,0.020942196
2.13971503,0.021251826
2.140959079,0.021012567
2.142203129,0.0208859
2.143447178,0.020562197
2.144691227,0.020252567
2.145935277,0.020308864
2.147179326,0.020618493
2.148423375,0.021153307
2.149667425,0.021730343
2.150911474,0.021814787
2.152155522,0.021730343
2.153399573,0.021575529
2.154643622,0.021111084
2.15588767,0.020379234
2.157131721,0.019450346
2.158375769,0.01887331
2.159619818,0.018957754
2.160863869,0.019239236
2.162107917,0.01977405
2.163351966,0.020238493
2.164596016,0.020604419
2.165840065,0.020899974
2.167084114,0.020421456
2.168328164,0.01977405
2.169572213,0.01932368
2.170816262,0.018817014
2.172060312,0.017859977
2.173304361,0.016987386
2.17454841,0.016719979
2.17579246,0.017085904
2.177036509,0.018113311
2.178280558,0.01953479
2.179524608,0.020449604
2.180768657,0.02043553
2.182012706,0.019872569
2.183256756,0.019042199
2.184500805,0.018521459
2.185744853,0.018254051
2.186988904,0.018239977
2.188232953,0.017944421
2.189477001,0.017747386
2.190721052,0.017986644
2.1919651,0.01894368
2.193209149,0.020097753
2.1944532,0.020702937
2.195697248,0.020618493
2.196941297,0.020083679
2.198185347,0.019408124
2.199429396,0.018845161
2.200673445,0.018577754
2.201917495,0.018634051
2.203161544,0.018760717
2.204405593,0.019197013
2.205649643,0.019562939
2.206893692,0.019957013
2.208137741,0.020548123
2.209381791,0.021308121
2.21062584,0.022462194
2.211869889,0.023658489
2.213113939,0.024728117
2.214357988,0.025234783
2.215602037,0.025642931
2.216846087,0.026037004
2.218090136,0.026487374
2.219334185,0.027022189
2.220578235,0.027092559
2.221822284,0.026839226
2.223066332,0.025839967
2.224310383,0.023742933
2.225554431,0.020548123
2.22679848,0.016762201
2.228042531,0.013131094
2.229286579,0.00985184
2.230530628,0.007346657
2.231774678,0.005615549
2.233018727,0.00461629
2.234262776,0.003982959
2.235506826,0.003208884
2.236750875,0.002659997
2.237994924,0.002617774
2.239238974,0.003419996
2.240483023,0.004574069
2.241727072,0.005334067
2.242971122,0.005460734
2.244215171,0.005714067
2.24545922,0.006333326
2.24670327,0.007065176
2.247947319,0.00759999
2.249191368,0.007656287
2.250435418,0.007037029
2.251679467,0.006206659
2.252923516,0.005742216
2.254167566,0.006122214
2.255411615,0.006741473
2.256655663,0.007149621
2.257899714,0.007445176
2.259143763,0.00783925
2.260387811,0.008261471
2.261631862,0.008402211
2.26287591,0.008402211
2.264119959,0.008106657
2.26536401,0.008247397
2.266608058,0.008852581
2.267852107,0.00978147
2.269096157,0.01051332
2.270340206,0.011259246
2.271584255,0.011991096
2.272828305,0.012807391
2.274072354,0.01328591
2.275316403,0.013623687
2.276560453,0.013384427
2.277804502,0.012807391
2.279048551,0.012033319
2.280292601,0.0115548
2.28153665,0.011977021
2.282780699,0.013102947
2.284024749,0.014271093
2.285268798,0.014862204
2.286512847,0.014552574
2.287756897,0.013370354
2.289000946,0.0123148
2.290244994,0.011568874
2.291489045,0.011357764
2.292733094,0.011611097
2.293977142,0.011611097
2.295221193,0.011357764
2.296465241,0.011146653
2.29770929,0.011217023
2.298953341,0.011371837
2.300197389,0.011737763
2.301441438,0.012357021
2.302685488,0.012877761
2.303929537,0.013173317
2.305173586,0.01304665
2.306417636,0.012948131
2.307661685,0.012131837
2.308905734,0.010865171
2.310149784,0.009134063
2.311393833,0.007768879
2.312637882,0.007219991
2.313881932,0.007332583
2.315125981,0.007782953
2.31637003,0.00812073
2.31761408,0.008613323
2.318858129,0.009274803
2.320102178,0.009809617
2.321346228,0.00999258
2.322590277,0.010091099
2.323834326,0.010203691
2.325078376,0.010555543
2.326322425,0.01127332
2.327566473,0.012371096
2.328810524,0.01342665
2.330054572,0.014383686
2.331298621,0.014890351
2.332542672,0.015031093
2.33378672,0.01505924
2.335030769,0.015073314
2.336274819,0.015101463
2.337518868,0.014946649
2.338762917,0.01432739
2.340006967,0.01356739
2.341251016,0.013018503
2.342495065,0.012849614
2.343739115,0.012934059
2.344983164,0.013370354
2.346227213,0.01356739
2.347471263,0.013159243
2.348715312,0.012159984
2.349959361,0.011076283
2.351203411,0.010555543
2.35244746,0.01037258
2.353691509,0.00985184
2.354935559,0.008655544
2.356179608,0.007163694
2.357423657,0.006150363
2.358667707,0.0055874
2.359911756,0.005784437
2.361155804,0.006333326
2.362399855,0.006685177
2.363643904,0.00686814
2.364887952,0.00738888
2.366132003,0.007768879
2.367376051,0.007684434
2.3686201,0.006825917
2.369864151,0.006319251
2.371108199,0.006783696
2.372352248,0.007768879
2.373596298,0.008754063
2.374840347,0.009345173
2.376084396,0.009415544
2.377328446,0.00909184
2.378572495,0.008852581
2.379816544,0.00888073
2.381060594,0.009260729
2.382304643,0.009739247
2.383548692,0.009823691
2.384792742,0.00978147
2.386036791,0.009682951
2.38728084,0.009795543
2.38852489,0.010105173
2.389768939,0.010428876
2.391012988,0.01058369
2.392257038,0.010006654
2.393501087,0.008627397
2.394745135,0.006769621
2.395989186,0.005601474
2.397233235,0.005249623
2.398477283,0.006009623
2.399721334,0.00752962
2.400965382,0.009134063
2.402209431,0.009879987
2.403453482,0.009879987
2.40469753,0.009514063
2.405941579,0.009119989
2.407185629,0.009077767
2.408429678,0.009387396
2.409673727,0.009457766
2.410917777,0.009584433
2.412161826,0.010161469
2.413405875,0.011019986
2.414649925,0.011878504
2.415893974,0.012962206
2.417138023,0.013989613
2.418382073,0.014862204
2.419626122,0.015157759
2.420870171,0.014974796
2.422114221,0.01432739
2.42335827,0.013173317
2.424602319,0.012117763
2.425846369,0.01148443
2.427090418,0.01186443
2.428334467,0.01276517
2.429578517,0.013862946
2.430822566,0.01425702
2.432066614,0.013961464
2.433310665,0.01328591
2.434554713,0.01276517
2.435798762,0.012680724
2.437042813,0.013032576
2.438286861,0.013834797
2.43953091,0.015101463
2.44077496,0.016199239
2.442019009,0.017057757
2.443263058,0.017367386
2.444507108,0.017508126
2.445751157,0.017057757
2.446995206,0.016719979
2.448239256,0.016114794
2.449483305,0.015762943
2.450727354,0.015692573
2.451971404,0.015692573
2.453215453,0.015833314
2.454459502,0.015805166
2.455703552,0.015284426
2.456947601,0.014735537
2.45819165,0.01408813
2.4594357,0.013257761
2.460679749,0.012258503
2.461923798,0.01103406
2.463167848,0.009753321
2.464411897,0.008542953
2.465655945,0.008177027
2.466899996,0.008739989
2.468144045,0.010259987
2.469388093,0.0119348
2.470632144,0.012948131
2.471876192,0.013271836
2.473120241,0.01297628
2.474364292,0.012483689
2.47560834,0.012145911
2.476852389,0.01200517
2.478096439,0.011920726
2.479340488,0.011653319
2.480584537,0.01134369
2.481828587,0.01179406
2.483072636,0.013243687
2.484316685,0.015185907
2.485560735,0.01707183
2.486804784,0.018324421
2.488048833,0.018831087
2.489292883,0.01849331
2.490536932,0.017479979
2.491780981,0.01633998
2.493025031,0.015664424
2.49426908,0.01574887
2.495513129,0.016438499
2.496757179,0.017479979
2.498001228,0.018239977
2.499245276,0.018859236
2.500489327,0.019633309
2.501733376,0.020660716
2.502977424,0.021913306
2.504221475,0.02289849
2.505465523,0.023531823
2.506709572,0.024601451
2.507953623,0.026585893
2.509197671,0.02900663
2.51044172,0.030751814
2.51168577,0.030850331
2.512929819,0.029077001
2.514173868,0.026121449
2.515417918,0.023095527
2.516661967,0.020393309
2.517906016,0.018085163
2.519150066,0.015917759
2.520394115,0.013778501
2.521638164,0.011695541
2.522882214,0.01037258
2.524126263,0.009654803
2.525370312,0.00902147
2.526614362,0.008303693
2.527858411,0.007698509
2.52910246,0.00759999
2.53034651,0.007431101
2.531590559,0.006445919
2.532834608,0.005291846
2.534078658,0.004799253
2.535322707,0.004968141
2.536566755,0.005981474
2.537810806,0.00731851
2.539054854,0.00812073
2.540298903,0.007923694
2.541542954,0.007121473
2.542787002,0.006375547
2.544031051,0.006051844
2.545275101,0.005995549
2.54651915,0.006459991
2.547763199,0.007346657
2.549007249,0.008613323
2.550251298,0.009528136
2.551495347,0.009964431
2.552739397,0.010428876
2.553983446,0.011259246
2.555227495,0.011737763
2.556471545,0.011611097
2.557715594,0.011048134
2.558959643,0.010668134
2.560203693,0.010428876
2.561447742,0.010794801
2.562691791,0.011611097
2.563935841,0.012469614
2.56517989,0.013004429
2.566423939,0.013088873
2.567667989,0.013370354
2.568912038,0.01380665
2.570156086,0.014130353
2.571400137,0.014130353
2.572644186,0.014045909
2.573888234,0.014411834
2.575132285,0.015101463
2.576376333,0.015467389
2.577620382,0.015073314
2.578864433,0.014214797
2.580108481,0.013750353
2.58135253,0.014566649
2.58259658,0.016354054
2.583840629,0.018479236
2.585084678,0.019816271
2.586328728,0.019900716
2.587572777,0.019351827
2.588816826,0.018999976
2.590060876,0.019211087
2.591304925,0.019928864
2.592548974,0.020632567
2.593793024,0.020674789
2.595037073,0.020083679
2.596281122,0.019591087
2.597525172,0.01953479
2.598769221,0.019717753
2.60001327,0.01925331
2.60125732,0.018155533
2.602501369,0.016691831
2.603745417,0.01536887
2.604989468,0.014355537
2.606233517,0.013975539
2.607477565,0.01408813
2.608721616,0.014749611
2.609965664,0.016171091
2.611209713,0.018057014
2.612453764,0.020351086
2.613697812,0.02206812
2.614941861,0.022743676
2.616185911,0.022166639
2.61742996,0.020998493
2.618674009,0.020252567
2.619918059,0.019802197
2.621162108,0.019858494
2.622406157,0.019957013
2.623650207,0.019802197
2.624894256,0.019802197
2.626138305,0.020154049
2.627382355,0.020266641
2.628626404,0.02043553
2.629870453,0.020463679
2.631114503,0.020688863
2.632358552,0.020998493
2.633602601,0.02140664
2.634846651,0.021294047
2.6360907,0.020477753
2.637334749,0.019028124
2.638578799,0.0179022
2.639822848,0.017325164
2.641066896,0.016973313
2.642310947,0.01707183
2.643554995,0.017297016
2.644799044,0.01783183
2.646043095,0.018591829
2.647287143,0.019745901
2.648531192,0.020393309
2.649775242,0.020618493
2.651019291,0.020463679
2.65226334,0.020379234
2.65350739,0.020407381
2.654751439,0.020618493
2.655995488,0.021111084
2.657239538,0.022054047
2.658483587,0.023095527
2.659727636,0.02372886
2.660971686,0.02341923
2.662215735,0.022701453
2.663459784,0.022166639
2.664703834,0.022011824
2.665947883,0.022405899
2.667191932,0.023264416
2.668435982,0.024066637
2.669680031,0.024432563
2.67092408,0.024221451
2.67216813,0.023686637
2.673412179,0.022940713
2.674656227,0.022532564
2.675900278,0.022715527
2.677144327,0.023264416
2.678388375,0.023475526
2.679632426,0.023151823
2.680876474,0.02237775
2.682120523,0.021603677
2.683364574,0.020942196
2.684608622,0.020308864
2.685852671,0.019872569
2.687096721,0.019900716
2.68834077,0.020590344
2.689584819,0.021153307
2.690828869,0.021617751
2.692072918,0.02206812
2.693316967,0.022997009
2.694561017,0.024376266
2.695805066,0.025530339
2.697049115,0.02640293
2.698293165,0.027486633
2.699537214,0.02893626
2.700781263,0.02997774
2.702025313,0.030188851
2.703269362,0.029991814
2.704513411,0.029822926
2.705757461,0.029682186
2.70700151,0.029822926
2.708245558,0.030090333
2.709489609,0.030625147
2.710733658,0.031131813
2.711977706,0.030906629
2.713221757,0.030526629
2.714465805,0.030414036
2.715709854,0.03028737
2.716953905,0.029879221
2.718197953,0.029302186
2.719442002,0.029119223
2.720686052,0.029724407
2.721930101,0.030611073
2.72317415,0.031174036
2.7244182,0.031202183
2.725662249,0.031385146
2.726906298,0.032314034
2.728150348,0.033693291
2.729394397,0.034622179
2.730638446,0.03469255
2.731882496,0.033735513
2.733126545,0.0324407
2.734370594,0.031722923
2.735614644,0.031638479
2.736858693,0.032145146
2.738102742,0.032342181
2.739346792,0.032567367
2.740590841,0.03296144
2.74183489,0.033890329
2.74307894,0.034411069
2.744322989,0.034045143
2.745567037,0.03341181
2.746811088,0.033017737
2.748055136,0.033242921
2.749299185,0.033594773
2.750543236,0.033383663
2.751787284,0.033214773
2.753031333,0.033524403
2.754275383,0.034284401
2.755519432,0.034889586
2.756763481,0.034481439
2.758007531,0.033566624
2.75925158,0.032257737
2.760495629,0.03073774
2.761739679,0.029569593
2.762983728,0.028739223
2.764227777,0.028682927
2.765471827,0.029091074
2.766715876,0.030019963
2.767959925,0.03087848
2.769203975,0.03146959
2.770448024,0.031638479
2.771692073,0.031117739
2.772936123,0.030329591
2.774180172,0.029822926
2.775424221,0.029710333
2.776668271,0.030273296
2.77791232,0.030976999
2.779156368,0.031342924
2.780400419,0.031497739
2.781644468,0.031610331
2.782888516,0.031765146
2.784132567,0.031863664
2.785376615,0.03199033
2.786620664,0.032060701
2.787864715,0.032102923
2.789108763,0.0324407
2.790352812,0.032919219
2.791596862,0.033749587
2.792840911,0.034819216
2.79408496,0.035832549
2.79532901,0.036930324
2.796573059,0.037859211
2.797817108,0.038182916
2.799061158,0.037408843
2.800305207,0.03535403
2.801549256,0.032454774
2.802793306,0.029639963
2.804037355,0.027585151
2.805281404,0.026163671
2.806525454,0.02477034
2.807769503,0.023320711
2.809013552,0.022054047
2.810257602,0.02102664
2.811501651,0.020069604
2.812745699,0.01925331
2.81398975,0.018310347
2.815233799,0.017128127
2.816477847,0.01610072
2.817721898,0.015467389
2.818965946,0.01557998
2.820209995,0.016185166
2.821454046,0.017085904
2.822698094,0.017437756
2.823942143,0.017536274
2.825186193,0.017297016
2.826430242,0.017254793
2.827674291,0.01759257
2.828918341,0.018591829
2.83016239,0.019675531
2.831406439,0.020111827
2.832650489,0.019802197
2.833894538,0.019140717
2.835138587,0.019239236
2.836382637,0.02005553
2.837626686,0.021040714
2.838870735,0.021097011
2.840114785,0.020252567
2.841358834,0.019295531
2.842602883,0.01908442
2.843846933,0.019816271
2.845090982,0.021209603
2.846335031,0.022532564
2.847579081,0.023405156
2.84882313,0.024066637
2.850067178,0.024798487
2.851311229,0.025755523
2.852555277,0.026388856
2.853799326,0.02640293
2.855043377,0.026121449
2.856287425,0.025586634
2.857531474,0.024587377
2.858775524,0.023433304
2.860019573,0.022560713
2.861263622,0.021969603
2.862507672,0.022222936
2.863751721,0.023011083
2.86499577,0.023757007
2.86623982,0.024699969
2.867483869,0.025657006
2.868727918,0.026135523
2.869971968,0.025685153
2.871216017,0.024615524
2.872460066,0.024038489
2.873704116,0.02439034
2.874948165,0.025375524
2.876192214,0.026937744
2.877436264,0.028007373
2.878680313,0.028021447
